fecha,sensor_id,latitud,longitud,nombre_banda,valor_pixel,crs,resolucion,ancho,alto,nombre_archivo,SCL,valor_filtrado
2025-08-10,eui-a8404173735a97b9,-34.395053,-70.808878,B07,1250,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-10_S2B_orbit_096_tile_19HCB_L2A_band_B07.tif,5,1250.0
2025-08-10,eui-a8404173735a97b9,-34.395053,-70.808878,B08,1450,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-10_S2B_orbit_096_tile_19HCB_L2A_band_B08.tif,5,1450.0
2025-08-10,eui-a8404173735a97b9,-34.395053,-70.808878,B09,1533,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-10_S2B_orbit_096_tile_19HCB_L2A_band_B09.tif,5,1533.0
2025-08-10,eui-a8404173735a97b9,-34.395053,-70.808878,B11,2849,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-10_S2B_orbit_096_tile_19HCB_L2A_band_B11.tif,5,2849.0
2025-08-10,eui-a8404173735a97b9,-34.395053,-70.808878,B12,2521,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-10_S2B_orbit_096_tile_19HCB_L2A_band_B12.tif,5,2521.0
2025-08-10,eui-a8404173735a97b9,-34.395053,-70.808878,TCI,86,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-10_S2B_orbit_096_tile_19HCB_L2A_band_TCI.tif,5,86.0
2025-08-10,eui-a8404173735a97b9,-34.395053,-70.808878,WVP,582,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-10_S2B_orbit_096_tile_19HCB_L2A_band_WVP.tif,5,582.0
2025-08-15,eui-a8404173735a97b9,-34.395053,-70.808878,AOT,346,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-15_S2C_orbit_096_tile_19HCB_L2A_band_AOT.tif,9,
2025-08-15,eui-a8404173735a97b9,-34.395053,-70.808878,B01,2620,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-15_S2C_orbit_096_tile_19HCB_L2A_band_B01.tif,9,
2025-08-15,eui-a8404173735a97b9,-34.395053,-70.808878,B02,2475,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-15_S2C_orbit_096_tile_19HCB_L2A_band_B02.tif,9,
2025-08-15,eui-a8404173735a97b9,-34.395053,-70.808878,B03,2580,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-15_S2C_orbit_096_tile_19HCB_L2A_band_B03.tif,9,
2025-08-15,eui-a8404173735a97b9,-34.395053,-70.808878,B04,2855,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-15_S2C_orbit_096_tile_19HCB_L2A_band_B04.tif,9,
2025-08-15,eui-a8404173735a97b9,-34.395053,-70.808878,B05,3111,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-15_S2C_orbit_096_tile_19HCB_L2A_band_B05.tif,9,
2025-08-15,eui-a8404173735a97b9,-34.395053,-70.808878,B06,3255,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-15_S2C_orbit_096_tile_19HCB_L2A_band_B06.tif,9,
2025-08-15,eui-a8404173735a97b9,-34.395053,-70.808878,B07,3274,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-15_S2C_orbit_096_tile_19HCB_L2A_band_B07.tif,9,
2025-08-15,eui-a8404173735a97b9,-34.395053,-70.808878,B08,3516,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-15_S2C_orbit_096_tile_19HCB_L2A_band_B08.tif,9,
2025-08-15,eui-a8404173735a97b9,-34.395053,-70.808878,B09,3517,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-15_S2C_orbit_096_tile_19HCB_L2A_band_B09.tif,9,
2025-08-15,eui-a8404173735a97b9,-34.395053,-70.808878,B11,2967,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-15_S2C_orbit_096_tile_19HCB_L2A_band_B11.tif,9,
2025-08-15,eui-a8404173735a97b9,-34.395053,-70.808878,B12,2300,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-15_S2C_orbit_096_tile_19HCB_L2A_band_B12.tif,9,
2025-08-15,eui-a8404173735a97b9,-34.395053,-70.808878,TCI,255,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-15_S2C_orbit_096_tile_19HCB_L2A_band_TCI.tif,9,
2025-08-15,eui-a8404173735a97b9,-34.395053,-70.808878,WVP,522,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-15_S2C_orbit_096_tile_19HCB_L2A_band_WVP.tif,9,
2025-08-17,eui-a8404173735a97b9,-34.395053,-70.808878,AOT,136,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-17_S2A_orbit_096_tile_19HCB_L2A_band_AOT.tif,9,
2025-08-17,eui-a8404173735a97b9,-34.395053,-70.808878,B01,7477,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-17_S2A_orbit_096_tile_19HCB_L2A_band_B01.tif,9,
2025-08-17,eui-a8404173735a97b9,-34.395053,-70.808878,B02,7415,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-17_S2A_orbit_096_tile_19HCB_L2A_band_B02.tif,9,
2025-08-17,eui-a8404173735a97b9,-34.395053,-70.808878,B03,6994,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-17_S2A_orbit_096_tile_19HCB_L2A_band_B03.tif,9,
2025-08-17,eui-a8404173735a97b9,-34.395053,-70.808878,B04,6895,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-17_S2A_orbit_096_tile_19HCB_L2A_band_B04.tif,9,
2025-08-17,eui-a8404173735a97b9,-34.395053,-70.808878,B05,6783,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-17_S2A_orbit_096_tile_19HCB_L2A_band_B05.tif,9,
2025-08-17,eui-a8404173735a97b9,-34.395053,-70.808878,B06,6721,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-17_S2A_orbit_096_tile_19HCB_L2A_band_B06.tif,9,
2025-08-17,eui-a8404173735a97b9,-34.395053,-70.808878,B07,6716,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-17_S2A_orbit_096_tile_19HCB_L2A_band_B07.tif,9,
2025-08-17,eui-a8404173735a97b9,-34.395053,-70.808878,B08,6939,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-17_S2A_orbit_096_tile_19HCB_L2A_band_B08.tif,9,
2025-08-17,eui-a8404173735a97b9,-34.395053,-70.808878,B09,3877,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-17_S2A_orbit_096_tile_19HCB_L2A_band_B09.tif,9,
2025-08-17,eui-a8404173735a97b9,-34.395053,-70.808878,B11,6000,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-17_S2A_orbit_096_tile_19HCB_L2A_band_B11.tif,9,
2025-08-17,eui-a8404173735a97b9,-34.395053,-70.808878,B12,5160,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-17_S2A_orbit_096_tile_19HCB_L2A_band_B12.tif,9,
2025-08-17,eui-a8404173735a97b9,-34.395053,-70.808878,TCI,255,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-17_S2A_orbit_096_tile_19HCB_L2A_band_TCI.tif,9,
2025-08-17,eui-a8404173735a97b9,-34.395053,-70.808878,WVP,542,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-17_S2A_orbit_096_tile_19HCB_L2A_band_WVP.tif,9,
2025-08-20,eui-a8404173735a97b9,-34.395053,-70.808878,AOT,97,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-20_S2B_orbit_096_tile_19HCB_L2A_band_AOT.tif,5,97.0
2025-08-20,eui-a8404173735a97b9,-34.395053,-70.808878,B01,307,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-20_S2B_orbit_096_tile_19HCB_L2A_band_B01.tif,5,307.0
2025-08-20,eui-a8404173735a97b9,-34.395053,-70.808878,B02,474,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-20_S2B_orbit_096_tile_19HCB_L2A_band_B02.tif,5,474.0
2025-08-20,eui-a8404173735a97b9,-34.395053,-70.808878,B03,618,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-20_S2B_orbit_096_tile_19HCB_L2A_band_B03.tif,5,618.0
2025-08-20,eui-a8404173735a97b9,-34.395053,-70.808878,B04,826,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-20_S2B_orbit_096_tile_19HCB_L2A_band_B04.tif,5,826.0
2025-08-20,eui-a8404173735a97b9,-34.395053,-70.808878,B05,918,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-20_S2B_orbit_096_tile_19HCB_L2A_band_B05.tif,5,918.0
2025-08-20,eui-a8404173735a97b9,-34.395053,-70.808878,B06,966,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-20_S2B_orbit_096_tile_19HCB_L2A_band_B06.tif,5,966.0
2025-08-20,eui-a8404173735a97b9,-34.395053,-70.808878,B07,1062,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-20_S2B_orbit_096_tile_19HCB_L2A_band_B07.tif,5,1062.0
2025-08-20,eui-a8404173735a97b9,-34.395053,-70.808878,B08,1287,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-20_S2B_orbit_096_tile_19HCB_L2A_band_B08.tif,5,1287.0
2025-08-20,eui-a8404173735a97b9,-34.395053,-70.808878,B09,1323,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-20_S2B_orbit_096_tile_19HCB_L2A_band_B09.tif,5,1323.0
2025-08-20,eui-a8404173735a97b9,-34.395053,-70.808878,B11,2511,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-20_S2B_orbit_096_tile_19HCB_L2A_band_B11.tif,5,2511.0
2025-08-20,eui-a8404173735a97b9,-34.395053,-70.808878,B12,2389,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-20_S2B_orbit_096_tile_19HCB_L2A_band_B12.tif,5,2389.0
2025-08-20,eui-a8404173735a97b9,-34.395053,-70.808878,TCI,84,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-20_S2B_orbit_096_tile_19HCB_L2A_band_TCI.tif,5,84.0
2025-08-20,eui-a8404173735a97b9,-34.395053,-70.808878,WVP,812,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-20_S2B_orbit_096_tile_19HCB_L2A_band_WVP.tif,5,812.0
2025-08-25,eui-a8404173735a97b9,-34.395053,-70.808878,AOT,119,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-25_S2C_orbit_096_tile_19HCB_L2A_band_AOT.tif,5,119.0
2025-08-25,eui-a8404173735a97b9,-34.395053,-70.808878,B01,295,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-25_S2C_orbit_096_tile_19HCB_L2A_band_B01.tif,5,295.0
2025-08-25,eui-a8404173735a97b9,-34.395053,-70.808878,B02,358,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-25_S2C_orbit_096_tile_19HCB_L2A_band_B02.tif,5,358.0
2025-08-25,eui-a8404173735a97b9,-34.395053,-70.808878,B03,473,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-25_S2C_orbit_096_tile_19HCB_L2A_band_B03.tif,5,473.0
2025-08-25,eui-a8404173735a97b9,-34.395053,-70.808878,B04,700,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-25_S2C_orbit_096_tile_19HCB_L2A_band_B04.tif,5,700.0
2025-08-25,eui-a8404173735a97b9,-34.395053,-70.808878,B05,784,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-25_S2C_orbit_096_tile_19HCB_L2A_band_B05.tif,5,784.0
2025-08-25,eui-a8404173735a97b9,-34.395053,-70.808878,B06,901,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-25_S2C_orbit_096_tile_19HCB_L2A_band_B06.tif,5,901.0
2025-08-25,eui-a8404173735a97b9,-34.395053,-70.808878,B07,1008,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-25_S2C_orbit_096_tile_19HCB_L2A_band_B07.tif,5,1008.0
2025-08-25,eui-a8404173735a97b9,-34.395053,-70.808878,B08,1157,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-25_S2C_orbit_096_tile_19HCB_L2A_band_B08.tif,5,1157.0
2025-08-25,eui-a8404173735a97b9,-34.395053,-70.808878,B09,1304,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-25_S2C_orbit_096_tile_19HCB_L2A_band_B09.tif,5,1304.0
2025-08-25,eui-a8404173735a97b9,-34.395053,-70.808878,B11,2375,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-25_S2C_orbit_096_tile_19HCB_L2A_band_B11.tif,5,2375.0
2025-08-25,eui-a8404173735a97b9,-34.395053,-70.808878,B12,2007,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-25_S2C_orbit_096_tile_19HCB_L2A_band_B12.tif,5,2007.0
2025-08-25,eui-a8404173735a97b9,-34.395053,-70.808878,TCI,72,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-25_S2C_orbit_096_tile_19HCB_L2A_band_TCI.tif,5,72.0
2025-08-25,eui-a8404173735a97b9,-34.395053,-70.808878,WVP,359,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-25_S2C_orbit_096_tile_19HCB_L2A_band_WVP.tif,5,359.0
2025-08-30,eui-a8404173735a97b9,-34.395053,-70.808878,AOT,353,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-30_S2B_orbit_096_tile_19HCB_L2A_band_AOT.tif,8,
2025-08-30,eui-a8404173735a97b9,-34.395053,-70.808878,B01,4810,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-30_S2B_orbit_096_tile_19HCB_L2A_band_B01.tif,8,
2025-08-30,eui-a8404173735a97b9,-34.395053,-70.808878,B02,4728,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-30_S2B_orbit_096_tile_19HCB_L2A_band_B02.tif,8,
2025-08-30,eui-a8404173735a97b9,-34.395053,-70.808878,B03,4552,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-30_S2B_orbit_096_tile_19HCB_L2A_band_B03.tif,8,
2025-08-30,eui-a8404173735a97b9,-34.395053,-70.808878,B04,4392,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-30_S2B_orbit_096_tile_19HCB_L2A_band_B04.tif,8,
2025-08-30,eui-a8404173735a97b9,-34.395053,-70.808878,B05,4721,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-30_S2B_orbit_096_tile_19HCB_L2A_band_B05.tif,8,
2025-08-30,eui-a8404173735a97b9,-34.395053,-70.808878,B06,4770,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-30_S2B_orbit_096_tile_19HCB_L2A_band_B06.tif,8,
2025-08-30,eui-a8404173735a97b9,-34.395053,-70.808878,B07,4726,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-30_S2B_orbit_096_tile_19HCB_L2A_band_B07.tif,8,
2025-08-30,eui-a8404173735a97b9,-34.395053,-70.808878,B08,4964,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-30_S2B_orbit_096_tile_19HCB_L2A_band_B08.tif,8,
2025-08-30,eui-a8404173735a97b9,-34.395053,-70.808878,B09,9177,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-30_S2B_orbit_096_tile_19HCB_L2A_band_B09.tif,8,
2025-08-30,eui-a8404173735a97b9,-34.395053,-70.808878,B11,1841,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-30_S2B_orbit_096_tile_19HCB_L2A_band_B11.tif,8,
2025-08-30,eui-a8404173735a97b9,-34.395053,-70.808878,B12,1976,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-30_S2B_orbit_096_tile_19HCB_L2A_band_B12.tif,8,
2025-08-30,eui-a8404173735a97b9,-34.395053,-70.808878,TCI,255,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-30_S2B_orbit_096_tile_19HCB_L2A_band_TCI.tif,8,
2025-08-30,eui-a8404173735a97b9,-34.395053,-70.808878,WVP,779,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-30_S2B_orbit_096_tile_19HCB_L2A_band_WVP.tif,8,
